ID,Fecha,Unidad,Region,Actividad,Horas,Recursos,Incidentes,Tiempo,Calidad,Costo,Resultado
259,2023-04-23,B,Centro,148.0,141.0,28,0,16.7,83.8,24248.0,235.2
171,2025-05-20,B,Centro,131.0,165.5,31,4,14.66,85.0,25876.0,186.0
68,2023-12-12,E,Norte,81.0,149.0,31,1,18.17,94.1,17363.0,96.5
325,2024-04-17,E,Centro,109.0,,20,4,20.61,94.1,21422.0,153.4
112,2023-02-22,C,Sur,136.0,119.3,19,5,15.81,94.6,24457.0,186.2
288,2024-02-05,C,Sur,130.0,172.8,33,5,15.39,97.2,26369.0,193.2
240,2024-11-14,B,Norte,96.72,158.9,10,4,23.53,83.0,29092.899999999998,127.94399999999999
463,2023-10-15,B,Norte,173.0,168.2,33,3,16.13,85.5,28864.0,244.8
97,2023-09-27,B,Centro,175.0,175.8,25,4,21.42,91.7,30356.0,259.1
408,2023-10-10,E,Sur,102.0,161.9,29,2,18.65,93.2,21553.0,137.0
13,2023-11-27,B,Sur,152.0,159.2,32,4,17.09,87.0,29083.0,208.7
117,2024-01-15,D,Centro,169.0,160.3,31,0,17.45,89.0,28958.0,253.8
101,2024-03-31,E,Centro,79.0,173.9,27,1,12.81,85.2,16825.0,115.1
52,2025-04-11,A,Centro,129.0,164.7,9,3,17.76,90.3,24133.0,183.3
211,2024-09-11,A,Norte,77.22,155.5,14,9,24.21,85.5,22602.899999999998,76.968
386,2024-05-18,E,Norte,146.0,163.5,18,3,16.34,84.5,25483.0,200.3
66,2023-08-30,B,Norte,102.0,120.5,30,1,23.49,88.4,19970.0,140.0
56,2025-03-29,A,Sur,111.0,166.0,9,3,20.77,95.0,23268.0,157.9
487,2025-06-21,A,Sur,125.0,,24,3,17.52,93.6,20049.0,179.8
153,2024-07-27,C,Sur,117.0,148.7,22,2,15.17,87.3,23269.0,169.4
302,2023-05-04,B,Sur,110.0,210.6,28,2,15.16,89.7,23972.0,148.2
61,2023-10-01,C,Sur,88.0,173.6,22,3,17.52,90.4,19300.0,122.1
213,2023-12-06,B,Norte,108.0,158.6,20,1,17.43,91.5,22531.0,139.4
174,2023-07-26,B,Sur,161.0,166.8,22,5,14.37,88.8,29530.0,229.9
348,2024-10-20,A,Sur,117.78,148.8,22,6,19.14,84.0,31344.34,153.35999999999999
98,2025-05-12,C,Norte,89.0,190.1,21,2,23.91,90.8,19649.0,114.6
395,2024-04-04,E,Norte,110.0,190.5,22,0,22.71,86.6,23661.0,175.0
368,2024-04-17,C,Norte,94.0,177.4,19,1,21.78,92.4,21013.0,117.5
292,2025-04-16,C,Sur,139.0,130.0,27,0,15.95,95.9,24266.0,215.3
366,2023-04-22,B,Norte,102.0,161.1,34,3,17.28,90.3,20397.0,141.4
431,2023-02-15,D,Centro,144.0,186.2,20,6,18.39,94.2,27572.0,201.0
383,2024-02-02,B,Norte,95.0,157.8,11,4,21.94,87.5,19743.0,119.2
147,2025-04-19,D,Centro,112.0,139.3,34,7,21.06,94.1,19349.0,125.1
69,2024-07-18,C,Centro,85.0,168.1,30,0,17.92,88.8,20503.0,131.6
38,2024-07-14,B,Norte,120.0,191.1,10,0,16.71,93.7,26541.0,176.8
87,2023-04-16,B,Norte,80.0,126.0,24,0,16.19,86.9,16313.0,130.8
187,2025-06-18,C,Sur,143.0,155.0,22,9,24.04,88.0,26813.0,177.9
326,2023-05-31,A,Centro,106.0,163.3,14,1,21.35,90.6,19506.0,139.3
140,2025-02-11,A,Sur,139.0,151.2,32,1,17.01,92.6,24831.0,189.0
169,2025-02-05,B,Centro,121.0,180.8,34,2,21.0,92.6,23992.0,159.3
306,2023-12-15,C,Sur,102.0,212.3,16,1,20.11,88.6,22835.0,144.2
89,2025-04-01,B,Norte,101.0,186.4,30,2,15.69,89.6,24396.0,145.8
287,2023-05-03,D,Norte,119.0,148.8,11,1,10.72,87.9,20448.0,173.9
194,2023-06-20,E,Norte,109.0,179.6,19,3,15.29,96.3,23100.0,144.3
250,2025-04-09,D,Centro,167.0,175.6,28,4,22.27,88.4,29146.0,237.8
144,2023-01-28,A,Centro,109.0,196.8,18,0,12.63,89.7,24646.0,158.9
195,2024-06-24,B,Sur,132.0,142.8,12,1,17.78,92.8,24693.0,201.3
365,2023-08-15,C,Sur,102.0,181.0,24,0,17.03,92.6,21195.0,128.6
138,2023-10-16,E,Norte,114.0,148.3,12,1,18.34,89.3,23383.0,168.6
42,2024-11-12,D,Centro,86.58,180.6,9,6,20.61,,25765.3,125.49600000000001
154,2024-12-28,B,Sur,139.0,160.9,26,1,16.54,86.4,26364.0,202.5
253,2024-07-17,D,Sur,130.0,131.0,20,3,17.31,91.8,23341.0,172.2
246,2024-04-16,A,Centro,86.0,168.1,29,2,17.87,88.3,19336.0,96.8
102,2024-04-06,A,Norte,150.0,150.9,28,1,23.65,83.5,25245.0,207.4
400,2025-01-19,C,Centro,128.0,188.9,24,1,10.55,87.3,27847.0,188.6
500,2023-04-02,D,Norte,144.0,167.8,17,2,17.23,93.4,25466.0,218.2
58,2023-01-21,D,Norte,161.0,147.9,33,2,,94.6,27615.0,228.6
70,2025-06-16,C,Centro,156.0,171.6,34,2,14.94,96.3,28141.0,224.3
370,2023-06-02,D,Norte,138.0,162.2,17,0,18.73,87.9,25699.0,199.2
243,2024-01-09,A,Sur,134.0,181.9,19,0,13.79,91.2,25870.0,202.4
469,2024-01-21,C,Centro,127.0,164.0,9,3,17.92,94.0,21877.0,181.1
237,2023-08-13,E,Norte,118.0,163.0,14,1,20.84,87.6,22665.0,157.3
127,2023-12-10,E,Sur,135.0,,33,1,,88.0,23544.0,209.2
179,2024-04-05,E,Norte,116.0,147.8,20,2,18.18,,22134.0,159.1
491,2023-01-20,D,Sur,111.0,179.5,25,1,16.83,86.7,25118.0,167.0
336,2025-05-30,E,Centro,117.0,173.4,31,2,15.87,100.0,21959.0,172.4
313,2023-05-27,E,Norte,70.0,154.8,8,5,17.75,87.4,16761.0,81.6
185,2024-07-17,A,Sur,153.0,172.8,24,3,12.56,87.5,28938.0,227.3
160,2024-06-30,C,Centro,149.0,142.5,31,3,23.04,85.1,25764.0,210.2
271,2023-08-13,E,Sur,162.0,199.4,24,3,18.18,91.3,30692.0,229.5
397,2024-04-14,E,Norte,147.0,147.7,21,0,22.3,92.0,25113.0,226.3
406,2024-03-13,E,Sur,116.0,167.0,18,0,21.85,84.2,24318.0,173.8
216,2024-10-01,B,Sur,95.16,144.9,20,5,23.33,81.6,27640.32,121.608
234,2024-10-10,C,Sur,71.76,138.6,16,5,22.67,84.5,21107.84,86.616
420,2024-10-20,B,Norte,104.52000000000001,140.6,13,4,30.51,75.7,29776.12,136.79999999999998
156,2023-04-09,E,Centro,110.0,159.7,26,1,16.3,95.8,20712.0,162.8
202,2023-03-27,D,Centro,108.0,197.8,16,5,14.95,90.9,22978.0,128.3
55,2024-04-29,E,Norte,118.0,172.1,13,1,21.32,95.1,22785.0,158.2
472,2024-01-28,D,Centro,128.0,126.5,18,1,20.64,95.3,23572.0,182.6
225,2023-10-10,A,Centro,80.0,171.9,31,1,16.71,89.2,19992.0,104.9
53,2024-05-19,A,Norte,185.0,182.0,17,2,20.35,90.7,32967.0,271.7
152,2024-02-11,E,Sur,137.0,122.4,25,3,15.41,87.6,22077.0,202.1
189,2024-04-29,E,Sur,90.0,170.9,16,4,18.53,90.5,20595.0,99.8
412,2025-03-08,C,Norte,66.0,147.0,34,1,23.6,90.8,15736.0,83.4
266,2024-10-03,C,Centro,89.7,151.3,12,5,21.25,76.3,27249.739999999998,111.672
295,2023-07-17,C,Centro,114.0,181.1,22,1,20.58,98.8,24820.0,160.7
461,2025-03-02,C,Centro,111.0,171.5,29,0,26.03,90.1,22727.0,162.6
155,2025-03-15,B,Sur,140.0,137.9,20,0,19.55,90.7,23422.0,209.5
485,2025-04-07,C,Centro,116.0,162.9,18,0,16.89,93.7,22667.0,171.2
305,2024-04-08,C,Sur,89.0,184.3,22,1,19.65,89.8,21164.0,137.2
245,2024-08-30,A,Norte,138.0,165.8,15,3,17.82,90.2,24628.0,194.7
276,2023-02-22,C,Norte,87.0,169.8,32,2,16.9,89.7,19122.0,118.0
177,2024-07-07,D,Sur,122.0,154.0,28,4,21.19,87.4,23567.0,149.6
247,2023-08-21,A,Centro,137.0,205.8,29,1,19.51,83.1,27220.0,188.5
137,2024-02-23,B,Sur,125.0,172.2,13,2,15.99,92.1,25216.0,172.4
293,2025-06-02,D,Norte,139.0,183.1,30,0,21.66,91.7,25882.0,208.2
159,2024-12-26,B,Norte,86.0,146.1,23,1,22.81,94.6,18556.0,104.3
128,2023-05-09,B,Centro,100.0,169.5,25,1,16.18,88.9,22584.0,134.7
124,2025-05-06,A,Sur,68.0,187.4,32,1,16.88,94.4,17261.0,106.4
317,2025-03-30,B,Sur,175.0,182.0,27,0,20.31,89.8,31047.0,258.4
299,2023-05-24,A,Norte,124.0,136.7,19,5,21.39,95.4,22989.0,154.1
83,2024-01-23,D,Centro,146.0,168.5,26,3,24.92,88.6,27789.0,183.7
297,2024-05-25,D,Sur,131.0,161.3,15,4,21.34,91.1,25950.0,160.9
274,2024-09-29,C,Norte,63.96,165.6,17,5,17.98,85.1,24182.92,84.888
115,2025-02-02,B,Norte,98.0,138.2,9,1,14.81,94.6,19523.0,138.0
214,2025-03-08,B,Sur,149.0,,25,2,18.17,90.7,25732.0,217.7
418,2025-04-08,B,Centro,118.0,135.9,12,3,18.32,83.3,22040.0,152.2
235,2023-11-14,D,Centro,109.0,160.2,31,3,14.72,88.8,21503.0,145.8
139,2024-01-14,D,Centro,125.0,155.1,19,1,15.33,92.0,23619.0,189.7
372,2025-06-14,C,Norte,153.0,152.0,33,3,18.03,87.7,27601.0,227.1
79,2023-07-25,C,Sur,103.0,143.6,20,4,,91.6,19077.0,143.4
339,2023-10-31,E,Norte,118.0,186.5,29,1,16.75,93.9,23705.0,157.8
27,2025-03-16,B,Norte,113.0,179.7,15,3,19.29,84.7,21486.0,142.5
473,2025-03-21,A,Norte,105.0,218.5,28,1,21.33,94.3,25019.0,142.1
265,2023-01-02,A,Centro,151.0,182.0,20,4,17.39,91.3,28431.0,219.8
459,2025-05-21,D,Norte,90.0,154.1,30,3,18.63,,18804.0,105.0
28,2024-01-21,C,Norte,174.0,145.1,30,2,16.09,95.1,28376.0,254.5
5,2023-04-17,A,Norte,136.0,,33,3,16.72,100.0,24302.0,187.1
143,2023-02-10,E,Centro,95.0,172.3,8,2,17.87,,20096.0,138.3
23,2025-02-08,A,Norte,114.0,165.6,8,1,20.37,91.1,21602.0,160.4
181,2024-07-28,D,Norte,146.0,164.8,8,1,16.81,98.7,26116.0,216.3
71,2023-12-06,D,Sur,55.0,155.3,29,1,14.22,95.7,14951.0,73.5
441,2023-10-29,E,Sur,118.0,171.5,19,2,19.7,100.0,23966.0,150.7
4,2023-09-28,B,Norte,147.0,166.7,15,2,18.68,92.8,24385.0,207.7
351,2023-05-11,D,Sur,106.0,181.2,33,3,18.79,97.1,25787.0,139.4
43,2024-04-20,C,Sur,112.0,153.3,20,2,19.83,92.6,19907.0,162.0
290,2023-10-21,E,Centro,113.0,151.5,13,2,20.63,85.9,22583.0,152.5
350,2023-07-27,E,Centro,70.0,143.7,19,2,11.99,91.7,17264.0,91.5
403,2023-08-18,D,Sur,132.0,146.2,27,1,19.41,85.8,25199.0,180.6
281,2024-02-20,D,Norte,153.0,158.0,19,3,17.55,97.8,27325.0,209.2
335,2024-07-25,A,Centro,127.0,178.8,32,2,20.73,94.2,23424.0,175.2
192,2025-01-18,A,Norte,85.0,144.8,26,1,13.82,88.9,20548.0,118.9
476,2023-02-08,D,Norte,133.0,141.9,9,3,19.45,97.0,23153.0,181.8
430,2024-04-21,C,Sur,116.0,155.2,19,2,14.06,91.0,23073.0,156.9
414,2023-10-11,D,Sur,114.0,141.4,22,2,13.45,89.2,20271.0,165.0
493,2025-02-14,C,Sur,126.0,209.8,29,1,14.58,90.3,25858.0,168.7
76,2024-05-23,D,Sur,99.0,181.3,24,3,16.0,94.4,20333.0,136.1
188,2025-01-03,E,Centro,116.0,176.2,32,2,18.41,88.4,25102.0,168.4
80,2023-03-22,A,Centro,127.0,126.3,28,1,19.27,91.6,22888.0,176.0
458,2023-11-19,E,Norte,171.0,187.8,30,2,13.17,78.8,30556.0,257.9
494,2024-05-26,C,Norte,115.0,174.2,19,2,19.97,89.1,22564.0,148.6
44,2024-11-30,D,Sur,100.62,161.6,26,4,24.57,83.8,30087.64,134.856
249,2023-04-23,C,Sur,105.0,209.0,11,5,21.29,90.7,22438.0,135.7
402,2023-02-07,E,Sur,117.0,188.2,12,3,19.63,98.2,24191.0,166.7
260,2024-09-04,B,Sur,127.14,139.5,19,4,20.630000000000003,81.5,33642.979999999996,169.488
275,2023-05-10,C,Norte,83.0,154.6,10,4,16.89,83.0,19188.0,106.8
498,2024-04-15,C,Centro,135.0,147.6,11,4,17.95,92.5,23950.0,176.0
263,2024-11-29,A,Centro,116.22,153.8,17,9,19.759999999999998,87.9,31521.34,146.664
267,2023-08-08,C,Sur,107.0,202.2,13,2,16.85,91.3,23868.0,132.5
289,2025-02-05,C,Sur,97.0,179.5,33,1,19.29,87.8,22540.0,140.1
367,2024-05-24,D,Norte,132.0,153.6,33,1,18.03,88.0,22138.0,199.3
442,2023-06-30,D,Sur,93.0,157.8,13,0,16.69,85.1,18180.0,139.2
340,2023-09-11,C,Sur,94.0,176.8,34,2,19.94,89.7,22334.0,109.2
462,2024-09-17,C,Centro,104.52000000000001,197.6,25,6,23.19,84.0,31758.519999999997,137.232
318,2024-05-03,E,Sur,137.0,153.5,32,0,15.54,89.7,24728.0,218.1
204,2024-07-31,D,Sur,118.0,173.4,22,2,22.99,87.0,24435.0,159.0
203,2025-03-06,B,Centro,128.0,170.0,10,0,14.27,87.8,26517.0,199.6
388,2024-01-27,E,Norte,147.0,117.2,24,2,21.18,89.5,21997.0,198.8
26,2024-02-18,A,Sur,159.0,171.1,9,2,20.22,91.0,28900.0,223.3
443,2024-08-29,A,Sur,119.0,177.6,16,6,13.69,86.1,22444.0,165.0
460,2024-11-16,C,Norte,115.44,164.0,13,5,22.52,83.5,31268.82,154.87199999999999
142,2023-08-19,E,Norte,165.0,177.8,32,4,14.1,91.4,29714.0,231.3
489,2023-02-05,B,Sur,135.0,143.0,27,3,14.91,93.3,22849.0,191.2
7,2024-12-01,E,Norte,129.0,180.5,15,1,13.88,95.6,26271.0,191.9
256,2025-03-17,B,Centro,113.0,147.3,29,4,10.81,,21806.0,152.2
264,2023-04-23,B,Sur,81.0,131.2,21,4,14.39,98.9,15873.0,94.2
358,2024-08-09,A,Sur,113.0,180.2,31,1,20.97,81.4,22253.0,168.2
106,2023-10-23,C,Sur,165.0,162.4,11,2,14.99,91.3,28312.0,256.5
145,2023-05-15,D,Sur,80.0,147.2,26,4,18.68,89.9,17204.0,84.5
191,2023-08-19,B,Centro,118.0,139.8,27,0,13.38,85.2,20681.0,179.9
484,2024-06-08,D,Sur,99.0,198.9,8,1,11.94,90.2,20151.0,149.0
231,2024-12-10,E,Sur,135.0,133.8,20,2,16.82,94.2,22879.0,190.2
254,2023-09-25,D,Centro,150.0,175.6,32,2,12.19,98.5,28124.0,214.0
273,2024-02-07,D,Norte,114.0,154.7,21,0,18.57,89.8,20893.0,165.7
468,2024-05-04,C,Norte,100.0,165.6,34,3,17.07,86.8,21296.0,135.8
252,2024-03-17,C,Centro,110.0,159.8,10,2,12.47,85.9,22001.0,140.8
283,2025-04-15,D,Centro,112.0,163.4,27,3,10.14,88.8,22706.0,152.2
132,2023-05-19,C,Sur,119.0,194.1,30,2,12.79,91.7,25145.0,169.2
470,2025-02-23,B,Norte,77.0,197.8,24,2,15.38,92.4,19908.0,107.9
41,2024-05-25,E,Norte,86.0,147.4,20,2,16.06,93.7,16876.0,116.5
119,2023-02-10,B,Sur,122.0,173.1,18,1,18.14,93.8,24925.0,186.1
481,2025-05-16,D,Sur,137.0,121.0,15,1,19.37,92.1,22537.0,203.1
163,2024-04-06,B,Norte,70.0,166.0,12,4,20.24,93.7,16226.0,83.9
72,2023-04-02,D,Norte,129.0,167.8,14,3,19.52,91.1,26212.0,182.4
279,2024-11-02,E,Norte,110.76,157.2,13,4,22.34,81.4,27510.519999999997,138.384
332,2023-05-24,C,Norte,115.0,181.7,15,3,16.5,93.4,23972.0,157.0
405,2024-07-16,C,Sur,128.0,142.7,16,0,18.74,91.5,23550.0,197.9
394,2024-11-18,E,Sur,93.60000000000001,122.7,32,4,30.0,82.2,26593.66,123.83999999999999
219,2024-04-17,A,Norte,134.0,158.3,23,1,18.55,91.6,23941.0,196.6
413,2024-08-31,D,Sur,129.0,164.2,9,1,16.7,83.8,23786.0,191.8
224,2024-01-12,A,Sur,127.0,193.9,29,1,20.65,82.4,25877.0,182.7
272,2024-01-20,A,Norte,142.0,163.3,11,3,19.04,88.5,25327.0,193.4
475,2023-06-25,C,Norte,120.0,206.6,9,4,12.57,93.1,25404.0,168.4
356,2024-11-03,A,Sur,110.76,158.7,30,5,19.4,88.4,28627.98,150.48
